Time;GPS3;GPS6;GPS11;GPS12;GPS17;GPS19;GPS24;GPS25;GPS29;GPS32;GLONASS1;GLONASS8;GLONASS9;GLONASS10;GLONASS11;GLONASS16;GLONASS18;GLONASS20;GLONASS26;
13.02.2024 11:01:58.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:58.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:58.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:01:59.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:00.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:01.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:02.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:03.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:04.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:05.900;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:06.000;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:06.100;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:06.200;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:06.300;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:06.400;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:06.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:06.600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:06.700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:06.800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:06.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:07.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
13.02.2024 11:02:07.100;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:07.200;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:07.300;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:07.400;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:07.500;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:07.600;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:07.700;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:07.800;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:07.900;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:08.000;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:08.100;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:08.200;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:08.300;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:08.400;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:08.500;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:08.600;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:08.700;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:08.800;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:08.900;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:09.000;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:09.100;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:09.200;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:09.300;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:09.400;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:09.500;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:09.600;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:09.700;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:09.800;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:09.900;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:10.000;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:10.100;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:10.200;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:10.300;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:10.400;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:10.500;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:10.600;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:10.700;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:10.800;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:10.900;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.000;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:11.100;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.200;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.300;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.400;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.500;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.600;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.700;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.800;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:11.900;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:12.000;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:12.100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:12.200;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:12.300;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:12.400;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:12.500;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:12.600;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:12.700;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:12.800;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;
13.02.2024 11:02:12.900;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:13.000;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:13.100;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:13.200;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:13.300;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:13.400;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:13.500;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:13.600;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:13.700;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;
13.02.2024 11:02:13.800;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:13.900;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:14.000;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:14.100;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:14.200;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:14.300;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:14.400;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:14.500;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:14.600;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:14.700;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:14.800;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:14.900;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:15.000;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:15.100;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;
13.02.2024 11:02:15.200;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:15.300;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:15.400;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:15.500;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:15.600;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:15.700;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:15.800;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:15.900;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:16.000;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:16.100;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:16.200;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:16.300;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:16.400;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:16.500;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:16.600;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:16.700;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:16.800;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:16.900;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:17.000;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:17.100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:17.200;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:17.300;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:17.400;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:17.500;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:17.600;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:17.700;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:17.800;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:17.900;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:18.000;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:18.100;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:18.200;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:02:18.300;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;
13.02.2024 11:02:18.400;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:18.500;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;
13.02.2024 11:02:18.600;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:18.700;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
13.02.2024 11:02:18.800;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;
