Time;GPS5;GPS16;GPS18;GPS20;GPS23;GPS25;GPS26;GPS29;GPS31;GLONASS3;GLONASS4;GLONASS5;GLONASS10;GLONASS11;GLONASS12;GLONASS21;GLONASS25;
24.04.2024 10:49:24.400;46;34;46;41;41;38;46;45;34;0;38;38;0;42;34;42;0;
24.04.2024 10:49:24.500;46;34;46;41;40;40;46;45;34;0;38;38;0;42;34;42;0;
24.04.2024 10:49:24.600;47;34;46;41;42;38;47;45;34;0;38;38;0;43;34;42;0;
24.04.2024 10:49:24.700;47;34;46;42;40;41;47;46;34;0;38;38;0;42;34;42;0;
24.04.2024 10:49:24.800;47;35;46;42;40;37;47;46;35;0;38;38;0;43;34;42;0;
24.04.2024 10:49:24.900;47;35;46;42;40;41;47;45;35;0;37;38;0;43;34;42;0;
24.04.2024 10:49:25.000;47;35;46;42;41;37;47;46;35;0;37;38;0;43;34;42;0;
24.04.2024 10:49:25.100;47;35;47;42;40;39;47;45;35;0;37;39;0;43;33;42;0;
24.04.2024 10:49:25.200;47;34;47;42;41;39;47;46;35;0;37;39;0;43;33;42;0;
24.04.2024 10:49:25.300;47;34;47;42;42;39;47;46;35;0;37;39;0;43;33;42;0;
24.04.2024 10:49:25.400;47;34;47;41;42;40;47;46;36;0;37;39;0;42;35;42;0;
24.04.2024 10:49:25.500;47;34;47;42;41;40;47;46;36;0;38;39;0;42;35;42;0;
24.04.2024 10:49:25.600;47;35;47;42;41;40;47;46;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:25.700;47;35;47;42;42;40;47;46;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:25.800;47;34;47;42;42;39;47;46;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:25.900;47;34;47;42;41;40;48;46;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:26.000;47;35;47;42;40;40;48;46;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:26.100;47;35;47;42;41;37;48;46;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:26.200;48;36;47;42;41;40;48;46;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:26.300;48;35;47;42;41;40;48;46;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:26.400;47;34;47;42;41;38;48;46;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:26.500;48;34;47;42;41;41;48;46;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:26.600;48;35;47;42;41;40;48;46;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:26.700;48;35;47;42;41;39;48;46;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:26.800;48;35;47;42;41;41;48;46;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:26.900;48;35;47;42;41;40;48;46;34;0;38;39;0;43;35;42;0;
24.04.2024 10:49:27.000;48;35;47;42;40;40;48;46;34;0;38;39;0;43;35;42;0;
24.04.2024 10:49:27.100;48;35;47;42;41;40;48;46;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:27.200;48;35;47;42;40;37;48;46;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:27.300;48;35;47;42;40;39;48;46;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:27.400;48;36;47;42;40;39;48;47;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:27.500;48;36;47;42;39;40;48;47;36;0;38;38;0;43;34;42;0;
24.04.2024 10:49:27.600;48;36;47;41;38;41;48;47;36;0;38;38;0;43;34;43;0;
24.04.2024 10:49:27.700;48;36;48;41;38;41;48;47;36;0;38;39;0;43;34;42;0;
24.04.2024 10:49:27.800;48;34;47;40;37;40;48;47;38;0;38;39;0;43;34;42;0;
24.04.2024 10:49:27.900;48;34;47;40;39;40;48;47;36;0;38;39;0;43;34;42;0;
24.04.2024 10:49:28.000;48;35;48;40;38;40;48;47;37;0;38;40;0;43;34;42;0;
24.04.2024 10:49:28.100;48;35;48;40;38;40;48;47;37;0;38;40;0;43;34;42;0;
24.04.2024 10:49:28.200;48;35;48;40;38;40;48;47;38;0;38;39;0;43;33;42;0;
24.04.2024 10:49:28.300;48;35;47;40;37;40;48;47;37;0;38;39;0;43;33;42;0;
24.04.2024 10:49:28.400;48;36;47;40;37;39;48;47;37;0;38;39;0;43;33;42;0;
24.04.2024 10:49:28.500;48;36;47;40;37;39;48;47;37;0;38;39;0;44;33;42;0;
24.04.2024 10:49:28.600;48;37;47;41;37;39;48;47;38;0;38;39;0;44;33;42;0;
24.04.2024 10:49:28.700;48;36;47;41;37;39;47;47;36;0;38;39;0;44;33;42;0;
24.04.2024 10:49:28.800;48;37;48;41;38;39;47;47;36;0;38;38;0;43;33;42;0;
24.04.2024 10:49:28.900;48;37;47;41;38;39;47;47;36;0;38;38;0;43;34;42;0;
24.04.2024 10:49:29.000;48;37;47;41;38;39;47;47;36;0;38;38;0;43;34;42;0;
24.04.2024 10:49:29.100;48;37;47;41;38;38;47;47;36;0;38;38;0;43;34;42;0;
24.04.2024 10:49:29.200;48;36;47;42;39;39;48;47;35;0;38;38;0;43;34;42;0;
24.04.2024 10:49:29.300;48;37;47;42;39;39;48;47;35;0;38;38;0;43;33;42;0;
24.04.2024 10:49:29.400;48;37;48;42;39;39;48;47;36;0;38;38;0;43;33;42;0;
24.04.2024 10:49:29.500;48;37;48;42;39;39;48;47;36;0;38;38;0;43;33;42;0;
24.04.2024 10:49:29.600;48;36;48;42;40;40;48;47;35;0;38;38;0;43;33;42;0;
24.04.2024 10:49:29.700;48;36;48;42;42;40;48;47;35;0;38;40;0;43;33;42;0;
24.04.2024 10:49:29.800;48;36;48;42;41;41;48;47;35;0;38;40;0;43;33;42;0;
24.04.2024 10:49:29.900;48;36;48;42;42;40;48;47;35;0;39;40;0;43;33;42;0;
24.04.2024 10:49:30.000;48;36;48;42;43;41;48;47;35;0;39;40;0;43;34;42;0;
24.04.2024 10:49:30.100;48;35;48;41;43;41;48;47;35;0;39;40;0;43;34;42;0;
24.04.2024 10:49:30.200;48;35;48;41;43;41;48;47;35;0;39;41;0;43;36;42;0;
24.04.2024 10:49:30.300;48;35;48;41;42;41;48;47;34;0;39;40;0;43;36;42;0;
24.04.2024 10:49:30.400;48;35;48;40;42;41;48;47;34;0;39;41;0;43;35;42;0;
24.04.2024 10:49:30.500;47;35;47;40;41;40;48;46;34;0;39;40;0;43;35;42;0;
24.04.2024 10:49:30.600;47;35;47;40;42;40;48;46;35;0;39;41;0;43;35;42;0;
24.04.2024 10:49:30.700;47;34;47;40;41;41;48;46;35;0;39;40;0;43;35;42;0;
24.04.2024 10:49:30.800;47;34;47;40;42;40;48;47;35;0;39;40;0;43;36;42;0;
24.04.2024 10:49:30.900;47;35;47;40;41;40;48;47;36;0;39;41;0;43;36;43;0;
24.04.2024 10:49:31.000;48;35;47;41;41;40;48;47;36;0;39;40;0;43;36;42;0;
24.04.2024 10:49:31.100;48;36;47;40;41;41;48;47;36;0;38;40;0;43;35;42;0;
24.04.2024 10:49:31.200;48;36;47;41;40;41;48;47;36;0;38;40;0;43;35;42;0;
24.04.2024 10:49:31.300;48;36;47;41;41;40;48;47;36;0;39;40;0;43;35;42;0;
24.04.2024 10:49:31.400;48;37;47;41;40;41;48;47;36;0;39;41;0;43;35;42;0;
24.04.2024 10:49:31.500;48;37;47;41;39;39;48;47;35;0;39;41;0;43;33;42;0;
24.04.2024 10:49:31.600;48;36;48;42;41;40;48;47;35;0;39;41;0;43;33;43;0;
24.04.2024 10:49:31.700;48;36;48;42;39;40;48;47;34;0;39;41;0;43;33;42;0;
24.04.2024 10:49:31.800;48;36;48;42;41;40;48;47;34;0;39;40;0;43;33;42;0;
24.04.2024 10:49:31.900;48;35;48;42;41;41;48;47;34;0;39;40;0;43;34;42;0;
24.04.2024 10:49:32.000;48;35;48;41;42;41;48;47;34;0;39;40;0;43;34;42;0;
24.04.2024 10:49:32.100;48;34;48;42;42;41;48;47;34;0;39;39;0;43;36;42;0;
24.04.2024 10:49:32.200;48;34;48;41;43;41;48;47;35;0;39;40;0;43;36;42;0;
24.04.2024 10:49:32.300;48;33;48;41;43;41;48;47;35;0;39;41;0;43;37;42;0;
24.04.2024 10:49:32.400;48;33;48;42;42;41;48;47;34;0;39;40;0;43;37;42;0;
24.04.2024 10:49:32.500;48;35;48;42;42;40;48;47;34;0;39;39;0;43;36;42;0;
24.04.2024 10:49:32.600;48;36;48;42;42;41;48;47;34;0;39;40;0;43;36;42;0;
24.04.2024 10:49:32.700;48;36;48;42;41;40;48;47;36;0;39;40;0;43;36;42;0;
24.04.2024 10:49:32.800;48;35;48;42;41;40;48;47;36;0;39;40;0;43;34;42;0;
24.04.2024 10:49:32.900;48;36;48;42;41;40;48;47;34;0;38;39;0;43;34;42;0;
24.04.2024 10:49:33.000;49;37;48;42;42;41;48;47;34;0;38;40;0;43;34;42;0;
24.04.2024 10:49:33.100;48;36;48;42;41;41;48;47;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:33.200;49;36;48;42;42;40;48;47;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:33.300;49;36;48;42;42;40;48;47;34;0;38;40;0;43;34;42;0;
24.04.2024 10:49:33.400;48;37;48;42;41;40;48;47;36;0;38;39;0;43;34;42;0;
24.04.2024 10:49:33.500;48;37;48;42;41;40;48;47;36;0;38;40;0;44;34;42;0;
24.04.2024 10:49:33.600;48;37;48;42;41;40;48;47;34;0;38;39;0;43;34;42;0;
24.04.2024 10:49:33.700;49;37;48;42;39;40;48;47;34;0;39;39;0;43;34;42;0;
24.04.2024 10:49:33.800;48;36;48;42;41;40;48;47;34;0;39;40;0;43;32;42;0;
24.04.2024 10:49:33.900;48;36;48;42;40;39;48;47;34;0;39;39;0;43;32;42;0;
24.04.2024 10:49:34.000;48;36;48;43;39;40;48;47;34;0;38;39;0;43;32;42;0;
24.04.2024 10:49:34.100;48;36;48;43;41;40;48;47;34;0;38;39;0;43;32;42;0;
24.04.2024 10:49:34.200;48;35;48;42;39;40;48;47;34;0;38;39;0;43;33;42;0;
24.04.2024 10:49:34.300;48;35;48;43;41;41;48;47;34;0;38;40;0;43;33;42;0;
24.04.2024 10:49:34.400;48;35;48;42;39;40;48;47;35;0;38;40;0;43;35;42;0;
24.04.2024 10:49:34.500;48;35;48;42;42;40;48;47;35;0;38;40;0;43;35;42;0;
24.04.2024 10:49:34.600;48;34;48;42;39;41;48;47;35;0;38;40;0;43;35;42;0;
24.04.2024 10:49:34.700;48;34;48;42;42;39;48;47;35;0;38;40;0;43;35;42;0;
24.04.2024 10:49:34.800;48;35;48;42;40;41;48;47;35;0;38;40;0;43;35;42;0;
24.04.2024 10:49:34.900;48;35;48;42;39;39;48;47;35;0;38;39;0;43;35;42;0;
24.04.2024 10:49:35.000;48;35;48;42;41;40;48;47;34;0;38;39;0;43;34;42;0;
24.04.2024 10:49:35.100;48;35;48;42;40;40;48;47;35;0;38;39;0;43;34;42;0;
24.04.2024 10:49:35.200;49;35;48;43;39;38;48;47;35;0;38;38;0;43;34;42;0;
24.04.2024 10:49:35.300;48;35;48;43;40;41;48;47;35;0;38;38;0;43;33;42;0;
24.04.2024 10:49:35.400;48;35;48;43;38;41;48;47;36;0;38;38;0;43;33;42;0;
24.04.2024 10:49:35.500;48;35;48;42;38;39;48;47;36;0;38;38;0;43;33;42;0;
24.04.2024 10:49:35.600;48;36;48;42;37;42;48;47;36;0;38;38;0;43;33;42;0;
24.04.2024 10:49:35.700;49;36;48;41;36;40;48;47;36;0;38;38;0;43;33;42;0;
24.04.2024 10:49:35.800;49;37;48;41;36;39;48;47;37;0;38;39;0;43;33;42;0;
24.04.2024 10:49:35.900;49;37;48;41;36;40;48;47;36;0;38;40;0;43;33;42;0;
24.04.2024 10:49:36.000;49;37;48;41;35;39;48;47;36;0;37;39;0;43;34;42;0;
24.04.2024 10:49:36.100;49;37;48;41;35;39;48;47;36;0;37;39;0;43;34;42;0;
24.04.2024 10:49:36.200;49;36;48;40;35;40;48;47;36;0;37;39;0;43;34;42;0;
24.04.2024 10:49:36.300;49;37;48;41;35;40;48;47;36;0;37;39;0;43;34;42;0;
24.04.2024 10:49:36.400;49;37;48;41;35;40;48;47;35;0;37;39;0;43;34;42;0;
24.04.2024 10:49:36.500;49;37;48;42;35;40;48;48;36;0;37;39;0;43;34;42;0;
24.04.2024 10:49:36.600;49;37;48;42;35;39;48;47;36;0;37;39;0;43;34;42;0;
24.04.2024 10:49:36.700;49;37;48;42;38;39;48;47;35;0;37;39;0;43;32;42;0;
24.04.2024 10:49:36.800;49;36;48;42;37;39;48;47;36;0;37;39;0;43;32;42;0;
24.04.2024 10:49:36.900;49;36;48;43;37;38;48;47;36;0;38;39;0;43;32;42;0;
24.04.2024 10:49:37.000;49;36;48;43;39;40;48;47;34;0;38;38;0;43;32;41;0;
24.04.2024 10:49:37.100;49;35;48;43;37;36;48;47;36;0;38;39;0;43;32;41;0;
24.04.2024 10:49:37.200;49;36;48;43;38;40;48;47;35;0;38;39;0;43;32;41;0;
24.04.2024 10:49:37.300;49;37;48;43;38;39;48;47;35;0;38;39;0;42;32;41;0;
24.04.2024 10:49:37.400;49;35;48;43;38;37;47;47;35;0;38;39;0;42;32;41;0;
24.04.2024 10:49:37.500;49;35;48;43;37;40;47;47;34;0;38;39;0;42;32;41;0;
24.04.2024 10:49:37.600;49;35;48;43;38;40;47;47;34;0;38;39;0;42;32;41;0;
24.04.2024 10:49:37.700;49;35;48;43;37;37;47;47;34;0;38;39;0;42;32;41;0;
24.04.2024 10:49:37.800;49;35;49;43;38;40;47;47;34;0;38;39;0;42;32;41;0;
24.04.2024 10:49:37.900;48;34;49;43;40;40;47;47;35;0;38;39;0;42;33;41;0;
24.04.2024 10:49:38.000;49;34;49;43;39;39;47;47;36;0;38;39;0;42;33;41;0;
24.04.2024 10:49:38.100;49;33;49;43;38;40;47;48;36;0;38;39;0;42;35;41;0;
24.04.2024 10:49:38.200;49;33;49;43;39;40;47;48;35;0;38;39;0;42;35;42;0;
24.04.2024 10:49:38.300;49;34;48;43;39;40;48;47;35;0;38;39;0;42;35;42;0;
24.04.2024 10:49:38.400;49;34;48;43;38;39;48;47;35;0;38;39;0;42;35;42;0;
24.04.2024 10:49:38.500;48;34;48;43;38;39;48;47;36;0;38;39;0;42;35;42;0;
24.04.2024 10:49:38.600;49;34;48;43;37;40;48;47;36;0;38;39;0;42;33;42;0;
24.04.2024 10:49:38.700;49;34;48;42;37;39;48;47;36;0;37;39;30;42;33;41;0;
24.04.2024 10:49:38.800;49;35;48;42;37;38;48;47;36;0;37;39;30;42;33;42;0;
24.04.2024 10:49:38.900;49;36;48;42;36;40;48;47;36;0;37;39;30;43;33;42;0;
24.04.2024 10:49:39.000;49;36;48;41;36;42;48;47;36;0;38;40;30;43;32;42;0;
24.04.2024 10:49:39.100;49;36;48;42;36;40;48;47;36;0;38;39;30;42;32;42;0;
24.04.2024 10:49:39.200;49;35;48;42;34;40;48;47;36;0;38;40;30;43;32;42;0;
24.04.2024 10:49:39.300;49;36;48;42;38;40;48;47;36;0;38;39;30;42;32;42;0;
24.04.2024 10:49:39.400;49;35;49;42;36;41;48;47;37;0;38;40;30;43;33;42;0;
24.04.2024 10:49:39.500;49;35;49;42;38;40;48;47;36;0;38;40;29;42;33;42;0;
24.04.2024 10:49:39.600;49;33;49;42;39;41;48;47;36;0;38;40;29;42;35;42;0;
24.04.2024 10:49:39.700;49;33;48;43;37;41;48;48;37;0;38;41;30;42;35;42;0;
24.04.2024 10:49:39.800;49;32;48;43;38;39;48;48;37;0;38;41;30;42;36;42;0;
24.04.2024 10:49:39.900;49;32;48;43;38;41;47;48;35;0;38;40;30;42;36;41;0;
24.04.2024 10:49:40.000;49;32;48;43;35;42;47;48;35;0;38;40;30;42;36;41;0;
24.04.2024 10:49:40.100;48;32;48;43;40;39;46;48;34;0;38;41;30;42;36;39;0;
24.04.2024 10:49:40.200;48;32;48;43;40;39;45;48;34;0;37;41;30;41;36;39;0;
24.04.2024 10:49:40.300;48;32;48;43;34;41;46;47;33;0;37;41;30;41;36;39;0;
24.04.2024 10:49:40.400;48;32;48;43;40;41;46;48;33;0;37;41;30;42;36;39;0;
24.04.2024 10:49:40.500;48;33;48;43;41;41;46;47;33;0;37;40;30;42;36;40;0;
24.04.2024 10:49:40.600;49;33;48;42;39;40;46;48;33;0;37;40;30;42;36;39;0;
24.04.2024 10:49:40.700;48;33;49;42;37;39;45;48;33;0;37;40;30;42;34;40;0;
24.04.2024 10:49:40.800;48;36;49;42;37;37;45;48;33;0;37;40;32;42;34;40;0;
24.04.2024 10:49:40.900;48;37;49;43;34;37;46;48;35;0;37;40;32;42;34;41;0;
24.04.2024 10:49:41.000;49;37;49;43;37;33;46;48;35;0;37;39;32;41;34;41;0;
24.04.2024 10:49:41.100;49;36;49;43;38;41;47;47;34;0;37;40;32;42;32;41;0;
24.04.2024 10:49:41.200;49;38;49;42;40;43;47;47;34;0;37;40;31;42;32;42;0;
24.04.2024 10:49:41.300;49;36;49;42;39;42;47;47;34;0;37;40;31;42;32;41;0;
24.04.2024 10:49:41.400;48;37;49;42;36;37;47;48;34;0;37;40;31;42;32;41;0;
24.04.2024 10:49:41.500;48;36;49;41;37;38;47;48;33;0;37;40;31;41;32;41;0;
24.04.2024 10:49:41.600;48;37;49;42;38;41;46;48;33;0;37;40;31;41;32;40;0;
24.04.2024 10:49:41.700;48;35;49;41;35;42;46;48;33;0;37;40;30;42;32;40;0;
24.04.2024 10:49:41.800;48;35;49;42;35;41;45;48;35;0;37;40;30;42;32;40;0;
24.04.2024 10:49:41.900;48;35;49;42;35;39;45;48;35;0;37;40;30;42;28;40;0;
24.04.2024 10:49:42.000;48;37;49;41;36;39;46;48;33;0;37;39;30;42;28;40;0;
24.04.2024 10:49:42.100;48;36;49;42;35;34;47;48;33;0;37;40;30;42;28;40;0;
24.04.2024 10:49:42.200;48;38;49;43;35;39;46;48;34;0;37;40;30;42;28;40;0;
24.04.2024 10:49:42.300;49;36;48;42;33;41;47;48;34;0;37;39;30;42;28;40;0;
24.04.2024 10:49:42.400;49;37;49;43;35;38;47;48;34;0;37;40;30;42;28;41;0;
24.04.2024 10:49:42.500;49;35;49;43;35;35;47;48;34;0;37;40;30;41;30;41;0;
24.04.2024 10:49:42.600;49;36;49;43;35;36;46;48;34;0;36;41;30;42;30;40;0;
24.04.2024 10:49:42.700;49;36;49;42;35;40;46;48;34;0;36;41;30;42;30;40;0;
24.04.2024 10:49:42.800;49;36;49;43;32;41;46;48;34;0;36;41;30;42;30;40;0;
24.04.2024 10:49:42.900;49;34;49;43;32;40;46;48;30;0;37;41;30;41;32;40;0;
24.04.2024 10:49:43.000;49;34;48;42;34;39;46;48;30;0;37;41;30;41;32;40;0;
24.04.2024 10:49:43.100;48;33;49;43;34;37;46;48;33;0;37;41;30;41;32;40;0;
24.04.2024 10:49:43.200;48;33;48;43;34;35;46;48;33;0;37;41;30;41;34;40;0;
24.04.2024 10:49:43.300;48;32;48;43;32;37;46;49;33;0;37;42;27;41;34;40;0;
24.04.2024 10:49:43.400;48;32;48;43;32;38;45;49;33;0;37;41;27;41;36;40;0;
24.04.2024 10:49:43.500;48;32;48;42;34;41;46;49;30;0;37;41;27;40;36;40;0;
24.04.2024 10:49:43.600;48;32;48;42;36;42;45;49;30;0;37;42;27;41;36;40;0;
24.04.2024 10:49:43.700;48;32;48;42;37;42;45;49;32;0;37;41;27;41;36;40;0;
24.04.2024 10:49:43.800;48;31;48;42;36;42;44;48;32;0;37;41;27;41;35;39;0;
24.04.2024 10:49:43.900;48;31;48;42;36;41;45;49;32;0;37;41;27;41;35;39;0;
24.04.2024 10:49:44.000;48;31;48;41;35;40;45;49;32;0;37;42;27;41;34;39;0;
24.04.2024 10:49:44.100;48;31;49;41;35;39;44;48;31;0;37;42;27;41;34;39;0;
24.04.2024 10:49:44.200;48;31;48;41;33;37;45;49;31;0;37;41;28;41;35;39;0;
24.04.2024 10:49:44.300;48;31;49;42;36;35;44;49;33;0;37;41;28;41;35;39;0;
24.04.2024 10:49:44.400;48;31;48;42;37;36;44;49;33;0;38;41;28;40;35;39;0;
24.04.2024 10:49:44.500;48;28;49;42;37;38;44;49;33;0;38;42;28;41;34;39;0;
24.04.2024 10:49:44.600;48;28;48;42;37;40;43;49;33;0;38;42;28;40;34;39;0;
24.04.2024 10:49:44.700;48;28;48;43;38;42;43;48;31;0;38;42;28;40;34;39;0;
24.04.2024 10:49:44.800;48;28;48;43;38;43;42;48;31;0;38;41;29;40;34;39;0;
24.04.2024 10:49:44.900;48;28;48;43;37;43;43;49;34;0;38;42;29;40;34;39;0;
24.04.2024 10:49:45.000;48;27;48;43;37;43;43;49;34;0;38;42;29;41;34;38;0;
24.04.2024 10:49:45.100;48;27;48;43;36;43;43;49;34;0;38;42;29;41;34;38;0;
24.04.2024 10:49:45.200;48;27;47;43;38;43;43;49;34;0;38;42;29;40;32;38;0;
24.04.2024 10:49:45.300;48;27;47;43;40;42;43;49;33;0;38;42;29;41;32;38;0;
24.04.2024 10:49:45.400;48;27;47;44;41;43;42;49;33;0;38;41;29;41;32;38;0;
24.04.2024 10:49:45.500;48;28;47;44;41;42;43;49;33;0;38;41;29;40;35;38;0;
24.04.2024 10:49:45.600;48;28;48;43;42;42;43;49;33;0;39;42;29;41;35;38;0;
24.04.2024 10:49:45.700;48;28;48;42;42;42;44;49;33;0;39;42;29;40;35;38;0;
24.04.2024 10:49:45.800;48;28;48;42;41;42;44;49;31;0;38;42;29;41;35;38;0;
24.04.2024 10:49:45.900;47;28;48;42;40;41;44;49;31;0;38;42;29;41;35;38;0;
24.04.2024 10:49:46.000;47;28;48;42;40;41;45;48;31;0;38;41;29;41;35;39;0;
24.04.2024 10:49:46.100;47;27;48;42;41;41;45;48;31;0;37;41;29;42;35;39;0;
24.04.2024 10:49:46.200;48;27;49;42;41;42;46;48;31;0;37;41;29;42;35;39;0;
24.04.2024 10:49:46.300;48;32;48;42;40;43;45;48;34;0;37;40;29;42;35;39;0;
24.04.2024 10:49:46.400;48;32;49;42;37;42;45;48;34;0;38;42;29;41;33;38;0;
24.04.2024 10:49:46.500;48;32;49;42;37;38;44;48;34;0;38;41;29;40;33;38;0;
24.04.2024 10:49:46.600;48;31;49;41;35;35;44;49;32;0;38;42;30;40;33;38;0;
24.04.2024 10:49:46.700;48;31;48;42;35;40;44;49;32;0;37;42;30;40;34;38;0;
24.04.2024 10:49:46.800;48;31;48;41;35;41;43;48;32;0;37;42;30;40;34;39;0;
24.04.2024 10:49:46.900;48;31;47;42;33;40;42;48;31;0;37;42;30;40;34;39;0;
24.04.2024 10:49:47.000;47;31;47;42;33;39;44;48;31;0;37;41;30;41;33;38;0;
24.04.2024 10:49:47.100;47;28;47;41;34;41;44;48;31;0;37;42;30;40;33;38;0;
24.04.2024 10:49:47.200;48;28;47;42;35;42;45;49;30;0;37;42;30;40;33;38;0;
24.04.2024 10:49:47.300;48;28;47;42;37;41;45;48;30;0;37;41;30;40;35;38;0;
24.04.2024 10:49:47.400;49;30;47;42;37;41;45;49;30;0;37;41;30;39;35;39;0;
24.04.2024 10:49:47.500;48;30;47;41;37;41;45;49;31;0;37;41;30;40;35;39;0;
24.04.2024 10:49:47.600;49;30;47;42;37;41;45;49;31;0;37;41;27;41;35;39;0;
24.04.2024 10:49:47.700;48;31;47;42;38;42;44;48;31;0;37;41;27;40;35;39;0;
24.04.2024 10:49:47.800;48;31;47;42;38;42;44;49;32;0;37;42;27;41;34;39;0;
24.04.2024 10:49:47.900;48;31;48;42;36;42;44;49;32;0;37;42;27;41;34;38;0;
24.04.2024 10:49:48.000;48;31;48;41;36;42;44;49;32;0;37;42;27;41;36;38;0;
24.04.2024 10:49:48.100;48;29;48;41;35;42;44;48;31;0;37;41;27;40;36;38;0;
24.04.2024 10:49:48.200;48;29;49;41;37;42;44;48;31;0;37;41;27;41;35;38;0;
24.04.2024 10:49:48.300;47;29;48;41;38;43;44;48;31;0;37;42;27;41;35;39;0;
24.04.2024 10:49:48.400;47;29;48;42;38;43;44;48;31;0;37;42;28;41;36;39;0;
24.04.2024 10:49:48.500;47;29;48;42;38;42;45;48;29;0;37;42;28;41;36;39;0;
24.04.2024 10:49:48.600;48;28;49;42;38;41;45;48;29;0;37;42;28;41;35;39;0;
24.04.2024 10:49:48.700;48;28;49;41;38;42;45;48;29;0;37;41;28;41;35;39;0;
24.04.2024 10:49:48.800;48;28;48;41;38;42;45;48;30;0;36;42;28;41;36;39;0;
24.04.2024 10:49:48.900;48;28;48;41;38;42;44;48;30;0;36;42;28;41;36;39;0;
24.04.2024 10:49:49.000;48;30;48;41;37;43;44;48;30;0;36;42;28;41;35;39;0;
24.04.2024 10:49:49.100;48;30;48;41;37;42;45;48;30;0;36;42;28;40;35;39;0;
24.04.2024 10:49:49.200;48;30;49;41;37;43;45;48;30;0;36;41;28;41;36;39;0;
24.04.2024 10:49:49.300;48;31;49;41;38;43;45;48;30;0;36;41;28;41;36;39;0;
24.04.2024 10:49:49.400;48;31;48;41;38;43;45;48;30;0;36;42;28;41;36;39;0;
