Time;GPS5;GPS16;GPS18;GPS20;GPS23;GPS25;GPS26;GPS29;GPS31;GLONASS3;GLONASS4;GLONASS5;GLONASS10;GLONASS11;GLONASS12;GLONASS21;GLONASS25;
24.04.2024 10:49:24.600;-866.610562452415;631.06407809651;321.838513915607;-871.667762757113;130.257184637194;-192.106163089258;645.119975324664;-593.276750120929;1045.14032475518;0;-858.126129308763;-1019.02705067223;0;628.844354605772;330.464057062301;668.08593000345;0;
24.04.2024 10:49:24.700;-864.54015699256;630.249670869942;320.624418811383;-869.140687398371;128.51083549869;-192.100272430735;643.77793475595;-591.9965311633;1042.34385447209;0;-855.983938765638;-1016.99753274917;0;626.152507165683;331.623241039946;667.47665688606;0;
24.04.2024 10:49:24.800;-861.956459118293;629.56530132773;319.828115332533;-865.937836850406;127.635796444676;-192.092413621507;642.433619202426;-590.118563965352;1039.59686024109;0;-853.448762372189;-1014.85907235235;0;624.114492661533;332.43854902493;662.800374045222;0;
24.04.2024 10:49:24.900;-860.030371536315;628.148852402883;318.440588537293;-863.736763947383;126.275293908708;-192.647906996919;640.626633946327;-588.7507947218;1036.78371081708;0;-850.177551000821;-1013.21296769852;0;623.073361413011;332.512541284092;662.695373592371;0;
24.04.2024 10:49:25.000;-857.61026330829;627.541684097685;317.325668586291;-860.924156377558;125.488022838583;-193.205713898711;638.867054046716;-587.757890013523;1034.30055902078;0;-848.295405263896;-1010.71871961356;0;621.90232004702;332.046508067537;661.040331770919;0;
24.04.2024 10:49:25.100;-854.988218189359;626.135626551004;316.545026796148;-858.043924215908;124.09451657701;-193.952990914748;637.513345387477;-586.097855734497;1031.63347392794;0;-845.696069231499;-1008.09111774507;0;620.09043611058;331.162078833184;659.695671847749;0;
24.04.2024 10:49:25.200;-852.568741611174;625.63970753001;315.688161940077;-855.491579171598;123.29115765399;-193.942176170032;635.906179042246;-584.501971555917;1028.87560641129;0;-843.173778505656;-1006.14838006719;0;617.952706583817;330.83978674502;657.633321175108;0;
24.04.2024 10:49:25.300;-849.832978525388;623.14016403875;314.770277942936;-852.775247311612;122.748389826071;-194.108411211275;634.498455552979;-582.928052795218;1026.25501274334;0;-841.318910206659;-1003.79904988542;0;616.130901585588;330.774058524015;656.445389721886;0;
24.04.2024 10:49:25.400;-847.291433015713;622.071754082868;313.688588310302;-850.066666819088;121.949713832828;-193.373296512502;632.929567174546;-581.463895862948;1022.77852165498;0;-838.228639133586;-1001.16090343158;0;615.547525960032;328.172974676132;654.446189083716;0;
24.04.2024 10:49:25.500;-845.190576121027;620.263342692362;312.433457930065;-847.15062766868;119.584398100485;-194.510560044811;631.030988949824;-580.499872345159;1019.51875144554;0;-834.077486083388;-998.696261758794;0;613.452839807986;330.5966441211;653.244960974504;0;
24.04.2024 10:49:25.600;-842.835533524354;619.348153047482;311.582842290863;-844.447485563554;118.589759412303;-194.280083352485;629.641495586508;-578.633596995323;1017.86010028163;0;-832.736415675807;-996.177925483455;0;611.710908888861;329.596289876767;650.781491210553;0;
24.04.2024 10:49:25.700;-840.723958754459;617.899175599518;310.210384403092;-842.146106649336;117.871557259605;-194.57955324087;627.72380691649;-577.525919131065;1013.99520013086;0;-830.290136873151;-993.740801336831;0;611.335034836236;330.355312879808;649.616003960145;0;
24.04.2024 10:49:25.800;-838.048340714009;617.212582396014;309.37542080103;-839.301075173504;116.960190125414;-195.066138353046;626.502145468105;-576.000582596278;1011.09393114739;0;-826.893472357868;-991.788537026176;0;608.677809550776;328.671702381853;648.604364350267;0;
24.04.2024 10:49:25.900;-835.41447402196;616.301843696356;308.595072111319;-836.371287496537;116.344104086005;-195.08050634947;624.870063545477;-574.327614174537;1007.83399303201;0;-825.133844615537;-989.532894490949;0;607.204622963012;328.340608887212;646.370312827561;0;
24.04.2024 10:49:26.000;-832.848054962051;614.856460236078;307.591816192307;-833.445396097499;114.756464269047;-194.951144207846;623.254551159782;-573.081330835521;1004.89720138048;0;-822.578652051398;-985.740445218065;0;604.962111860581;327.594544778154;644.731873495948;0;
24.04.2024 10:49:26.100;-830.300260278771;613.590794200098;306.804206700845;-831.161104108814;113.547191110736;-195.657520170113;621.851330141657;-571.604330209633;1002.97393615089;0;-822.197981128778;-983.615106063189;0;603.61797994972;329.228427648772;642.922436056593;0;
24.04.2024 10:49:26.200;-828.41264624414;612.669729695861;305.599681158194;-828.622029788825;112.386511772022;-195.295946037993;620.132765332397;-570.610118792192;1000.01960949849;0;-818.526615965127;-980.509717086445;0;602.470712388707;327.699104353074;640.998959715995;0;
24.04.2024 10:49:26.300;-826.180479291164;611.473126722993;304.122568829909;-826.286428770447;111.337812232072;-195.337979293858;618.474025831174;-569.504678886768;997.734475622243;0;-814.394168743966;-976.942488590064;0;600.456473360016;325.066574443475;639.981166534322;0;
24.04.2024 10:49:26.400;-823.742949044454;609.726890150962;303.20200924906;-823.058343902449;109.965110146793;-195.961783325934;616.559044775524;-567.776649961133;994.816147424841;0;-810.995098245552;-975.274066663025;0;598.863086341959;325.673537491086;638.003065562329;0;
24.04.2024 10:49:26.500;-821.498565074557;608.342601014383;302.355550983117;-820.43352713308;108.916168853035;-196.30373819307;614.84072296522;-566.181295024549;991.705535937464;0;-807.981430930544;-974.095216343058;0;597.83166857841;326.693169641881;635.808354725337;0;
24.04.2024 10:49:26.600;-818.769795818183;607.937831409048;301.202458653908;-817.677485586159;108.856526949199;-196.270908202232;613.37602138587;-564.820543454238;987.599195769288;0;-806.018705616039;-971.78106510906;0;595.149750328214;327.1271649461;634.089554344306;0;
24.04.2024 10:49:26.700;-816.512980161782;606.539949068103;300.174431782998;-815.362823858579;107.222963535529;-196.83162510422;611.565354470526;-563.361625491472;985.168282912959;0;-803.02636343978;-968.328616650717;0;592.511159831129;328.171691319516;632.070201785795;0;
24.04.2024 10:49:26.800;-813.79405121474;605.31685802102;299.147270665992;-812.147756278344;106.178690787354;-196.407266052294;610.276834592229;-561.856792409219;982.435874337516;0;-800.036976098567;-966.317364845614;0;591.578460261064;325.565422161231;630.060796072394;0;
24.04.2024 10:49:26.900;-811.343215983899;604.52466693976;297.73852733053;-809.395053152733;105.36824168748;-196.153744614994;608.588387712978;-560.31375061067;978.974553771035;0;-798.593188044171;-964.109161042701;0;590.401288396039;325.584286445897;628.728161165476;0;
24.04.2024 10:49:27.000;-808.837127451034;603.068706978811;296.661278562882;-806.910278466987;103.945775488615;-196.356294098934;606.889315137609;-558.894817415474;975.41345721068;0;-795.709495363559;-961.602504238008;0;588.355646388638;326.695919478323;627.28041778843;0;
24.04.2024 10:49:27.100;-806.128888079033;601.761413952754;295.573760834457;-804.426617604193;103.305323560278;-196.475287900705;605.599325551544;-557.078354358109;972.744898467485;0;-794.320866832393;-958.080892285267;0;587.594044767717;324.133630528822;625.798509396645;0;
24.04.2024 10:49:27.200;-803.911873893352;601.003652196096;294.514090821718;-801.714084032958;102.135938672145;-197.929601593829;603.821184058315;-555.881513630917;969.828809909795;0;-790.24605332974;-955.577770753494;0;586.316872569914;324.315106176837;623.325242829425;0;
24.04.2024 10:49:27.300;-801.605130681288;598.981037866797;293.064914570508;-799.226009149263;101.851995421583;-197.871843815012;601.84504602772;-554.876235283418;967.863719775263;0;-786.144857128509;-954.846259647806;0;583.609118556931;325.455942368104;621.898561118414;0;
24.04.2024 10:49:27.400;-799.335213812492;598.163214660652;292.154945688011;-796.465379370671;100.303345493829;-197.462857196677;600.275849902162;-553.157787629802;964.987270453545;0;-785.05781594873;-952.328471918312;0;583.064654440108;324.854372610356;620.003872627994;0;
24.04.2024 10:49:27.500;-796.75629040955;596.638580919305;291.428502520717;-793.566029926657;99.4876724852638;-197.795815424744;598.886824603189;-551.333678639699;961.905047149263;0;-781.569606994339;-950.454648322207;0;580.250617882317;324.948775566005;617.930048591139;0;
24.04.2024 10:49:27.600;-793.962581856611;595.587031599633;290.293709224106;-790.160501345763;97.5839555237417;-197.403017631166;597.487815394989;-549.672009637321;958.657735090603;0;-779.401940061445;-946.881702092378;0;578.571368022245;322.54808064781;616.752057121525;0;
24.04.2024 10:49:27.700;-791.502921392148;594.480718835521;289.182052793554;-787.292285262118;96.4207096745322;-197.771649829301;595.494013944199;-548.442806567517;955.652840774634;0;-777.035080535106;-943.924240337339;0;576.77655675894;322.454739214338;615.507351927812;0;
24.04.2024 10:49:27.800;-789.194436440603;593.292661389483;288.201458153146;-784.454732974254;95.1195455017205;-197.768495428676;593.729848735449;-547.004514038254;952.593567623215;0;-775.530294363698;-941.777127564068;0;575.420799549796;324.989528652804;612.382191203889;0;
24.04.2024 10:49:27.900;-787.155758953471;592.56077135836;287.353210040035;-781.973333459293;93.825647440277;-197.967871862256;592.16362752464;-545.730587786304;949.43923005718;0;-772.137199846509;-937.468142360798;0;573.519063609143;323.35445419687;610.216890042124;0;
24.04.2024 10:49:28.000;-784.970819656264;591.03427420373;286.17798415552;-779.240149480262;92.8171796326787;-198.022661622503;590.300050441347;-544.741587491286;946.15021232407;0;-768.865048792568;-935.305935413262;0;571.319534409267;324.372136191503;608.974831097994;0;
24.04.2024 10:49:28.100;-782.371518735907;589.847668441973;285.006836772489;-776.241905404248;92.3682378547855;-198.881925575812;588.805941225037;-543.145844339619;942.760775652676;0;-766.773821912559;-932.354259605232;0;570.676214986845;322.326829130208;607.976771509391;0;
24.04.2024 10:49:28.200;-780.068364448769;588.593236790057;283.9986575244;-774.174774712115;92.2000152757064;-199.106655444459;587.219619639287;-541.473991221279;940.673952003928;0;-764.226652367959;-930.582747624829;0;568.902963229597;321.658450075225;606.386291281226;0;
24.04.2024 10:49:28.300;-777.491750812385;586.947203452299;282.97656879209;-771.111088155709;90.1630047888284;-198.972660618409;585.735950615219;-539.597117100597;937.992051773206;0;-761.799141715506;-927.697992524942;0;566.416491066382;321.653493842814;604.784986596693;0;
24.04.2024 10:49:28.400;-774.830975372979;586.360133218686;281.964125738326;-768.130528819598;88.9818849360472;-198.822133677282;584.054713547324;-538.394043108938;934.927499767236;0;-758.244581607329;-925.547140157785;0;565.497792502179;319.28963036069;602.893622673406;0;
24.04.2024 10:49:28.500;-772.399748841914;584.893444220756;280.878458368261;-765.205043855418;88.279990077297;-199.457449076677;582.320880440131;-536.844402241788;931.817135535795;0;-756.814648453328;-922.348355175422;0;563.176993680769;319.418563779802;602.284181541723;0;
24.04.2024 10:49:28.600;-770.070874531253;583.570710221904;280.080600676325;-762.804024341198;87.4500262489073;-199.959955522889;580.460786829315;-535.492533552755;929.150905794153;0;-753.436877165557;-920.873428618999;0;561.940659677697;320.560605604493;599.42339867987;0;
24.04.2024 10:49:28.700;-767.512653050235;582.672665847638;279.149773740584;-759.933228185406;85.8643591722812;-200.03992447422;578.950032429295;-534.126654663823;925.833495217083;0;-750.858436813163;-917.660834730874;0;559.701163012089;320.757045280581;597.203197218199;0;
24.04.2024 10:49:28.800;-765.194045837561;580.89093288714;278.132659018629;-756.899729065537;84.5799680467408;-200.250260043504;577.184749386479;-532.772033923466;922.559138903534;0;-748.298154173051;-916.783031896117;0;558.741638976462;322.608790619415;595.499377100801;0;
24.04.2024 10:49:28.900;-762.631101902831;580.184437808704;277.249389888779;-754.382772331402;84.1617466648222;-200.607665371548;575.534967346979;-531.103610290604;920.267473727674;0;-745.664806598432;-914.248505727061;0;556.904865116529;320.463052481982;593.872529186392;0;
24.04.2024 10:49:29.000;-760.262803033222;578.069618313413;276.019013923435;-751.799045897042;83.4482157314578;-200.360943325937;573.906465902688;-529.722253794182;917.233405541649;0;-742.396068958962;-911.16777127882;0;555.091932902793;319.774757395484;592.165476577236;0;
24.04.2024 10:49:29.100;-757.54352706807;576.393193463226;275.292941256366;-749.145552824151;82.4034013271266;-200.301549602138;572.641008358154;-527.851501769368;914.275368287737;0;-741.100135663573;-908.817940720573;0;553.335819020354;319.842393319363;590.576082615578;0;
24.04.2024 10:49:29.200;-755.507985795391;575.205698476389;273.817611997767;-746.545634429622;81.6924111056778;-200.780667624467;570.820802059177;-526.708939715165;911.291006271012;0;-737.808182518058;-905.751449244215;0;551.351293344307;319.529319557229;589.394716515375;0;
24.04.2024 10:49:29.300;-752.89962146214;574.28271842476;273.035454663592;-743.660099249017;80.3443496331092;-200.949457989162;569.453576846885;-525.026018064753;907.909001372538;0;-733.952790155774;-904.234293658181;0;549.537506605426;318.416256706701;587.74341632598;0;
24.04.2024 10:49:29.400;-750.748005695969;573.560012136137;271.991845933318;-740.894949604;79.8299087007345;-201.789525757962;567.56971974529;-523.829310585468;904.757637292854;0;-730.773384807186;-900.646274018982;0;547.215644611024;319.319963097361;584.43671895286;0;
24.04.2024 10:49:29.500;-748.286527964694;572.802884491783;270.724901050486;-738.086158638969;78.1516185957644;-201.275128412017;566.055758038556;-522.412165173273;901.416344402651;0;-728.756488525545;-898.729649371615;0;546.891115423816;318.399247853833;583.104248229238;0;
24.04.2024 10:49:29.600;-745.799561690061;571.681993353157;269.81065006405;-735.494116356726;76.9407748943395;-201.48640084663;564.291550819735;-521.052959443607;899.075731031491;0;-727.206153422136;-896.718217143876;0;545.983133731521;317.045574031798;582.92800097695;0;
24.04.2024 10:49:29.700;-743.197597387836;569.495397718907;268.765999631136;-732.876418943759;76.7845416640012;-201.863158310302;562.495518367916;-519.404362151163;896.437264791057;0;-724.027258488741;-893.362273190071;0;543.504953305714;317.372046374072;579.875346619121;0;
24.04.2024 10:49:29.800;-740.468858556724;568.038636478255;267.809583114755;-729.981455772688;75.6441206489617;-201.605168621731;561.419924577387;-517.895292315137;893.824506643783;0;-722.430795936851;-891.204266893263;0;542.894980872721;315.55310605247;578.40097970808;0;
24.04.2024 10:49:29.900;-738.11956410054;566.877439266851;266.348240886688;-727.756140638245;74.7041162619353;-202.162997991851;559.467305727552;-516.849094863859;890.815180672882;0;-717.133992872568;-889.017622108777;0;539.587804856357;316.784573695508;576.454751208068;0;
24.04.2024 10:49:30.000;-735.789750696962;565.913089861349;265.23659472078;-724.716287596786;73.4700881358021;-202.22334247111;557.738112999385;-515.22827526989;887.352536605271;0;-716.180067772326;-886.604260805621;0;537.690796838604;317.127399603201;576.213365848325;0;
24.04.2024 10:49:30.100;-733.353719413684;564.49782266335;264.318538004252;-721.647567695389;72.5414043518376;-202.236104943408;556.172173608604;-513.980392550126;884.629537397437;0;-713.927141009715;-882.552378612432;0;536.121491387668;315.70597645717;573.710360354391;0;
24.04.2024 10:49:30.200;-731.016399576422;562.777465215864;263.206268419377;-719.042711693122;71.3683755575767;-202.780956605406;554.58254588311;-512.482947912886;882.666098343298;0;-711.068803520038;-880.067820717524;0;534.327199647889;315.172391632936;572.359295325368;0;
24.04.2024 10:49:30.300;-728.536886140851;562.506871245894;262.24861582947;-716.310056507209;69.5683393689233;-203.050382709782;552.796421166149;-510.908750327844;878.726179910191;0;-708.452396984478;-878.582909517147;0;533.50816324243;316.508035518898;569.978755905333;0;
24.04.2024 10:49:30.400;-726.406839283607;560.40631692774;261.085829499101;-713.92627326231;68.7871520966146;-203.557030109423;551.239504455836;-509.674512022133;876.209434788921;0;-705.328440536057;-876.292898483005;0;531.910594770305;316.190353558382;569.356807599645;0;
24.04.2024 10:49:30.500;-723.692833428136;559.543744397479;260.105711896076;-711.062863023906;67.6438448096942;-203.505376433835;549.676030303521;-508.074649526618;873.441090304441;0;-702.919016796073;-874.395884083082;0;529.433635179135;317.125399686674;566.681166714614;0;
24.04.2024 10:49:30.600;-721.468125584865;558.944829462269;258.690691174754;-708.565240799313;66.9448564980939;-203.737839198862;547.803208656022;-506.972565237731;870.993752346058;0;-700.216822806;-870.556488713613;0;527.903022567403;315.592756355833;564.643965279931;0;
24.04.2024 10:49:30.700;-719.052186924651;557.614263520152;257.632218783971;-706.043676699161;65.5180023912071;-203.741773239757;546.223622130336;-505.372947759011;867.095643036424;0;-698.436018156697;-868.99877833935;0;527.15087251663;316.802806711234;563.607952028649;0;
24.04.2024 10:49:30.800;-716.538809947202;556.375617465474;257.109313189798;-703.202232371055;64.8733758299295;-203.754871979689;544.861465820766;-503.999154501293;864.192216848509;0;-695.358995552753;-866.054157971979;0;525.095767092116;315.199550764484;561.200915312889;0;
24.04.2024 10:49:30.900;-714.240635575727;554.52052569475;256.044863979574;-700.848207577168;63.9938262975484;-203.861934111543;543.47904710378;-502.291429531238;862.042782747118;0;-691.325377066247;-864.181777228394;0;523.595564270769;313.890973409392;559.181777587417;0;
24.04.2024 10:49:31.000;-711.859582798581;553.657158129783;254.697977961769;-698.077938520988;62.7337407171071;-203.914773602533;541.6909197151;-501.132875048708;858.637016407882;0;-689.223875884585;-861.425708430086;0;520.954723901159;314.973904828788;558.289312623925;0;
24.04.2024 10:49:31.100;-709.411714028447;552.474353095748;253.909999481479;-695.447115942097;61.5747132336564;-203.845512456262;540.08360457217;-499.442312221174;856.186316685396;0;-687.19685113812;-859.267993878759;0;519.843325843856;314.277169427054;556.262017325476;0;
24.04.2024 10:49:31.200;-706.904736641609;550.532701090546;252.869777067457;-692.666651263709;60.1792634322919;-203.952655968062;538.50249549261;-497.752085457219;852.914198240589;0;-685.464863288389;-856.682061183284;0;518.463900549727;315.084772555281;554.875945373786;0;
24.04.2024 10:49:31.300;-704.562425088772;549.365209777969;251.908152690465;-689.924344508478;59.7776085622663;-204.447988026601;536.816754083311;-496.681696018693;850.785374998162;0;-682.506894373129;-853.558914215801;0;516.646636171274;313.413551412838;552.96897453521;0;
24.04.2024 10:49:31.400;-701.972564242991;547.927104415494;250.837756413688;-687.512493521843;58.5035451612057;-204.91329678594;535.18077364682;-495.183367833974;848.113511396567;0;-679.232814280871;-851.297081784762;0;514.090241297024;313.755887082818;551.702799036801;0;
24.04.2024 10:49:31.500;-699.689770643607;547.048808322295;249.883432157734;-684.678618011641;57.2654418775273;-204.796962841692;533.627531165715;-493.859684563404;844.433928158687;0;-676.233214310565;-848.16076948246;0;512.551500877758;313.341702487029;549.266674806649;0;
24.04.2024 10:49:31.600;-697.076985174415;545.892403311289;249.199572896525;-681.424217405891;56.9851585916076;-204.526191997305;532.200496420524;-491.920692497006;840.305738892672;0;-674.154147313153;-846.130102112675;0;510.901695231072;311.62987358096;548.117397575781;0;
24.04.2024 10:49:31.700;-695.064420338977;544.819780590424;247.547180654434;-679.482949674019;55.8930667207078;-205.115139493806;530.134342931535;-490.827237550642;836.903277794649;0;-670.100474006324;-844.123688380258;0;509.568672649219;313.275310725718;546.572277377301;0;
24.04.2024 10:49:31.800;-692.224637174617;543.627510408078;247.040217883787;-676.551979963022;55.1198104590931;-205.013450400234;529.009403525037;-488.93902769874;833.43851377401;0;-667.651289508361;-842.006192903662;0;508.753720099508;310.816623570798;544.580777928319;0;
24.04.2024 10:49:31.900;-689.723826996089;542.522448760352;245.840959145073;-673.980373559414;53.9039178857238;-204.766744570778;527.167827490886;-487.560159075152;830.77185612649;0;-666.012142423684;-838.125763463937;0;507.362596453237;310.504471766886;542.094932460395;0;
24.04.2024 10:49:32.000;-687.127505464197;541.030710575664;244.968483481696;-670.491227825874;53.1025797016591;-204.914865614241;525.646681913528;-485.920379389823;827.766873712046;0;-664.466743486408;-836.340934487611;0;505.233198652437;309.874352445631;541.638775785519;0;
24.04.2024 10:49:32.100;-684.911485951543;539.407975149798;243.964965357207;-668.212215735108;51.9521830232206;-205.043241372341;524.150028987917;-484.648396478744;825.494684983669;0;-661.341394139532;-834.507338449885;0;503.463624820015;310.537003975187;539.693605830129;0;
24.04.2024 10:49:32.200;-682.454555442682;537.858743813887;242.804066131283;-665.436873115425;51.3857230880967;-205.388066705031;522.432681368438;-483.299874847446;823.098523825743;0;-658.835928528384;-830.597739741941;0;501.604828206628;308.532818765863;538.29565318097;0;
24.04.2024 10:49:32.300;-680.431460889771;536.970394340455;241.398631934104;-662.842945323187;49.9999600322626;-205.514854287308;520.326541503971;-482.108866251698;819.576868439344;0;-656.317998349419;-828.413713189209;0;500.136263602379;311.392353836189;535.828824601886;0;
24.04.2024 10:49:32.400;-678.140902889676;535.432621927868;240.59985798957;-660.094880142555;48.754013596872;-206.06537802457;518.78173638919;-480.577930267413;816.350521708548;0;-651.953088842887;-825.886909076102;0;498.194312674643;310.121639477798;534.48438547874;0;
24.04.2024 10:49:32.500;-675.994238999006;534.386991223653;239.357829493256;-657.454138698417;48.1149160457644;-206.545620018849;517.081120192632;-478.968528090263;814.704954691684;0;-650.097826207551;-824.133195744862;0;496.326954412136;311.759145790202;531.461635909629;0;
24.04.2024 10:49:32.600;-673.485677109797;533.943569469235;238.813898246106;-655.083467430866;47.5092098776931;-205.919154414612;515.814427063062;-477.1855838293;811.185693245554;0;-646.708867278856;-822.541853432212;0;494.56630849558;308.383516300852;530.707980797513;0;
24.04.2024 10:49:32.700;-671.267692463069;533.039165169326;237.431201305346;-652.499125573748;46.2994078046468;-206.862059851313;514.17328929792;-475.983502010173;808.551907500638;0;-644.846021033198;-819.016267922101;0;492.682607409271;308.953601308329;529.34348905813;0;
24.04.2024 10:49:32.800;-668.769610421245;532.166507811076;236.616833818523;-649.972857074461;45.6587667177246;-206.525233676964;512.557500054807;-474.210010141853;805.251737122806;0;-641.980967953179;-817.824403668616;0;491.135602470735;308.799714523402;527.096420417225;0;
