Time;GPS4;GPS5;GPS9;GPS11;GPS12;GPS18;GPS20;GPS25;GPS26;GPS28;GPS29;GPS31;GLONASS2;GLONASS3;GLONASS4;GLONASS9;GLONASS10;GLONASS11;GLONASS21;GLONASS25;
24.04.2024 09:20:45.000;0;45;0;38;44;44;45;48;38;46;48;42;0;0;0;43;39;38;41;0;
24.04.2024 09:20:45.100;0;45;0;37;44;44;44;47;38;46;48;42;0;0;0;43;40;38;41;0;
24.04.2024 09:20:45.200;0;45;0;37;44;43;44;47;38;46;48;42;0;0;0;44;40;38;41;0;
24.04.2024 09:20:45.300;0;45;0;37;44;43;44;47;38;46;47;42;0;0;0;43;40;38;41;0;
24.04.2024 09:20:45.400;0;46;0;37;44;44;44;47;37;46;47;42;0;0;0;43;40;38;41;0;
24.04.2024 09:20:45.500;0;46;0;37;43;44;44;47;37;46;47;42;0;0;0;42;39;38;40;0;
24.04.2024 09:20:45.600;0;46;0;38;43;44;43;47;37;45;47;43;0;0;0;43;40;38;40;0;
24.04.2024 09:20:45.700;0;46;0;39;44;44;44;48;37;46;47;43;0;0;0;43;40;38;41;0;
24.04.2024 09:20:45.800;0;46;0;39;44;44;44;47;37;46;48;43;0;0;0;43;40;38;41;0;
24.04.2024 09:20:45.900;0;46;0;38;44;44;44;48;37;46;47;42;0;0;0;43;39;38;41;0;
24.04.2024 09:20:46.000;0;46;0;38;44;44;44;47;36;46;47;43;0;0;0;43;40;38;41;0;
24.04.2024 09:20:46.100;0;46;0;38;44;44;44;47;36;46;47;42;0;0;0;43;40;38;41;0;
24.04.2024 09:20:46.200;0;45;0;38;44;44;43;47;36;45;47;42;0;0;0;43;40;38;41;0;
24.04.2024 09:20:46.300;0;45;0;38;44;44;43;47;36;46;47;42;0;0;0;43;39;38;41;0;
24.04.2024 09:20:46.400;0;45;0;38;44;44;43;47;37;46;47;42;0;0;0;44;39;39;41;0;
24.04.2024 09:20:46.500;0;45;0;38;44;44;44;48;37;46;47;43;0;0;0;44;40;39;41;0;
24.04.2024 09:20:46.600;0;46;0;38;44;44;43;47;37;46;47;43;0;0;0;44;40;39;41;0;
24.04.2024 09:20:46.700;0;46;0;38;44;43;43;47;37;46;47;42;0;0;0;43;40;39;41;0;
24.04.2024 09:20:46.800;0;45;0;37;44;43;44;47;37;46;47;42;0;0;0;43;40;39;41;0;
24.04.2024 09:20:46.900;0;45;0;37;44;42;43;47;37;45;47;42;0;0;0;43;40;39;40;0;
24.04.2024 09:20:47.000;0;45;0;37;44;43;43;47;37;45;47;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:47.100;0;45;0;37;44;43;43;46;37;45;47;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:47.200;0;45;0;37;44;43;43;47;37;45;47;42;0;0;0;42;39;37;40;0;
24.04.2024 09:20:47.300;0;45;0;37;44;43;43;46;37;45;47;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:47.400;0;45;0;38;44;42;43;46;37;45;47;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:47.500;0;45;0;38;44;42;43;46;37;45;47;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:47.600;0;44;0;38;44;42;43;46;37;45;47;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:47.700;0;44;0;38;44;42;43;46;36;45;47;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:47.800;0;44;0;38;44;42;43;46;37;45;47;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:47.900;0;45;0;38;44;42;43;46;37;45;47;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:48.000;0;44;0;37;44;42;43;46;37;45;47;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:48.100;0;45;0;37;44;42;43;46;37;45;47;42;0;0;0;43;40;37;40;0;
24.04.2024 09:20:48.200;0;45;0;37;44;42;43;47;37;45;47;42;0;0;0;43;40;37;40;0;
24.04.2024 09:20:48.300;0;45;0;38;44;42;43;46;37;45;47;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:48.400;0;45;0;37;44;42;43;46;37;45;47;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:48.500;0;45;0;38;44;42;44;46;37;45;47;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:48.600;0;45;0;38;45;42;43;46;37;45;47;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:48.700;0;45;0;38;45;42;44;46;37;45;47;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:48.800;0;44;0;38;44;42;43;46;37;45;47;42;0;0;0;43;40;37;40;0;
24.04.2024 09:20:48.900;0;44;0;38;44;42;43;46;36;45;47;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:49.000;0;44;0;37;44;42;43;46;36;45;47;42;0;0;0;43;40;37;40;0;
24.04.2024 09:20:49.100;0;44;0;37;44;42;43;46;37;45;47;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:49.200;0;44;0;37;44;43;43;46;37;45;47;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:49.300;0;45;0;37;45;42;43;46;37;45;47;42;0;0;0;43;40;37;41;0;
24.04.2024 09:20:49.400;0;45;0;36;44;42;43;46;37;45;47;41;0;0;0;43;40;37;41;0;
24.04.2024 09:20:49.500;0;45;0;36;44;42;43;46;37;45;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:49.600;0;45;0;37;44;42;43;46;37;45;47;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:49.700;0;45;0;37;44;42;43;46;38;45;46;42;0;0;0;43;39;37;40;0;
24.04.2024 09:20:49.800;0;44;0;37;44;42;43;46;37;45;46;41;0;0;0;43;39;38;40;0;
24.04.2024 09:20:49.900;0;45;0;37;44;42;43;46;37;45;46;41;0;0;0;43;40;38;40;0;
24.04.2024 09:20:50.000;0;44;0;37;44;42;43;46;37;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:50.100;0;44;0;38;44;42;43;46;37;45;47;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:50.200;0;45;0;38;44;42;43;46;37;45;47;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:50.300;0;45;0;37;44;42;43;46;37;45;47;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:50.400;0;44;0;37;44;41;43;46;37;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:50.500;0;44;0;38;44;41;43;46;37;45;46;41;0;0;0;43;40;38;40;0;
24.04.2024 09:20:50.600;0;44;0;37;44;41;43;46;37;45;46;41;0;0;0;43;40;38;40;0;
24.04.2024 09:20:50.700;0;45;0;38;44;42;43;46;37;45;46;41;0;0;0;42;40;38;40;0;
24.04.2024 09:20:50.800;0;44;0;38;44;42;42;46;37;45;46;41;0;0;0;42;39;38;40;0;
24.04.2024 09:20:50.900;0;44;0;38;44;42;43;46;37;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:51.000;0;44;0;37;44;42;43;46;36;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:51.100;0;44;0;38;44;42;43;46;37;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:51.200;0;45;0;38;44;42;43;46;37;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:51.300;0;45;0;38;44;42;43;46;37;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:51.400;0;44;0;37;44;42;43;46;37;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:51.500;0;44;0;38;44;42;42;45;37;45;46;41;0;0;0;42;39;37;40;0;
24.04.2024 09:20:51.600;0;44;0;37;44;42;43;45;37;45;46;41;0;0;0;43;39;38;40;0;
24.04.2024 09:20:51.700;0;44;0;37;44;42;43;45;37;44;46;41;0;0;0;43;40;38;40;0;
24.04.2024 09:20:51.800;0;44;0;37;44;42;42;45;37;44;46;41;0;0;0;42;39;38;40;0;
24.04.2024 09:20:51.900;0;44;0;37;44;42;42;45;37;44;46;41;0;0;0;42;39;37;40;0;
24.04.2024 09:20:52.000;0;44;0;37;44;42;42;45;37;44;46;41;0;0;0;42;39;37;40;0;
24.04.2024 09:20:52.100;0;44;0;37;44;42;42;45;37;44;46;41;0;0;0;42;39;37;40;0;
24.04.2024 09:20:52.200;0;44;0;38;44;42;42;45;37;44;46;41;0;0;0;42;39;37;40;0;
24.04.2024 09:20:52.300;0;44;0;37;44;42;42;45;37;44;46;40;0;0;0;42;39;37;40;0;
24.04.2024 09:20:52.400;0;44;0;37;44;42;42;45;37;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:52.500;0;44;0;37;43;42;42;46;37;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:52.600;0;44;0;37;43;42;42;45;37;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:52.700;0;44;0;37;44;42;42;45;36;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:52.800;0;44;0;37;43;42;42;45;36;44;46;40;0;0;0;42;40;37;40;0;
24.04.2024 09:20:52.900;0;44;0;37;44;42;42;45;36;45;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:53.000;0;44;0;37;44;42;42;45;36;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:53.100;0;44;0;37;44;42;42;46;37;45;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:53.200;0;44;0;38;44;42;43;46;37;45;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:53.300;0;44;0;37;44;42;42;46;37;45;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:53.400;0;44;0;38;44;42;42;46;37;44;46;41;0;0;0;43;40;38;40;0;
24.04.2024 09:20:53.500;0;44;0;37;44;43;42;46;37;45;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:53.600;0;44;0;37;43;42;42;45;37;44;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:53.700;0;44;0;37;44;42;42;45;37;45;46;40;0;0;0;43;39;37;40;0;
24.04.2024 09:20:53.800;0;44;0;37;43;42;42;45;37;44;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:53.900;0;44;0;37;43;42;42;45;37;44;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:54.000;0;44;0;37;44;42;42;45;37;44;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:54.100;0;44;0;37;44;42;43;46;37;44;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:54.200;0;44;0;37;44;42;42;45;37;44;46;41;0;0;0;43;40;38;40;0;
24.04.2024 09:20:54.300;0;44;0;37;44;42;42;46;36;44;46;41;0;0;0;43;40;38;41;0;
24.04.2024 09:20:54.400;0;44;0;38;44;42;42;46;37;44;46;41;0;0;0;43;40;38;41;0;
24.04.2024 09:20:54.500;0;44;0;38;43;42;42;45;37;44;46;41;0;0;0;43;40;38;40;0;
24.04.2024 09:20:54.600;0;44;0;37;44;42;42;45;37;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:54.700;0;44;0;37;43;42;42;45;36;44;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:54.800;0;44;0;37;44;42;42;46;36;45;46;42;0;0;0;43;40;37;40;0;
24.04.2024 09:20:54.900;0;44;0;38;44;42;42;46;37;45;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:20:55.000;0;44;0;38;43;42;43;46;37;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:55.100;0;45;0;38;43;42;43;46;37;45;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:55.200;0;45;0;38;43;42;42;46;37;45;46;41;0;0;0;43;40;38;40;0;
24.04.2024 09:20:55.300;0;45;0;38;43;41;42;46;37;44;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:20:55.400;0;45;0;38;43;42;42;46;37;44;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:20:55.500;0;44;0;38;44;41;42;45;37;45;46;41;0;0;0;43;39;38;40;0;
24.04.2024 09:20:55.600;0;44;0;37;43;41;42;45;37;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:55.700;0;44;0;37;43;41;42;45;37;44;46;41;0;0;0;42;39;37;39;0;
24.04.2024 09:20:55.800;0;44;0;37;44;41;42;46;37;44;46;41;0;0;0;43;39;37;39;0;
24.04.2024 09:20:55.900;0;44;0;37;43;42;42;45;37;44;46;41;0;0;0;42;39;37;39;0;
24.04.2024 09:20:56.000;0;44;0;37;43;41;42;45;36;44;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:20:56.100;0;45;0;37;43;41;42;45;37;44;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:56.200;0;44;0;37;43;41;42;45;37;44;46;41;0;0;0;42;39;38;40;0;
24.04.2024 09:20:56.300;0;45;0;37;42;41;42;46;36;44;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:20:56.400;0;45;0;38;42;42;42;46;36;44;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:20:56.500;0;45;0;38;42;42;42;46;37;45;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:56.600;0;45;0;38;43;42;42;46;37;45;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:56.700;0;45;0;38;43;42;43;46;36;45;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:56.800;0;45;0;38;43;41;42;46;36;45;46;42;0;0;0;43;39;39;40;0;
24.04.2024 09:20:56.900;0;45;0;38;43;41;43;46;36;44;46;41;0;0;0;43;39;39;40;0;
24.04.2024 09:20:57.000;0;44;0;37;43;41;42;45;36;44;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:57.100;0;44;0;37;43;41;43;45;36;44;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:20:57.200;0;44;0;37;43;42;43;45;36;44;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:20:57.300;0;44;0;37;43;41;43;45;36;44;46;41;0;0;0;43;39;38;40;0;
24.04.2024 09:20:57.400;0;44;0;38;43;41;42;45;36;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:57.500;0;44;0;37;43;41;42;45;37;44;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:20:57.600;0;44;0;37;43;41;42;45;37;44;46;42;0;0;0;43;40;38;40;0;
24.04.2024 09:20:57.700;0;44;0;37;43;41;43;45;37;44;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:20:57.800;0;44;0;37;43;41;42;45;37;44;46;41;0;0;0;42;39;38;39;0;
24.04.2024 09:20:57.900;0;44;0;37;43;41;42;45;36;44;46;41;0;0;0;43;39;37;39;0;
24.04.2024 09:20:58.000;0;44;0;38;43;41;42;45;36;44;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:20:58.100;0;44;0;37;43;41;43;45;37;44;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:20:58.200;0;45;0;38;43;41;43;46;37;44;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:20:58.300;0;45;0;38;42;41;42;46;37;44;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:20:58.400;0;45;0;37;43;41;42;46;36;45;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:20:58.500;0;45;0;38;42;42;43;46;36;44;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:20:58.600;0;44;0;38;43;42;42;46;36;45;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:20:58.700;0;44;0;38;43;42;42;46;36;45;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:58.800;0;44;0;38;43;43;43;46;36;45;46;42;0;0;0;43;40;39;40;0;
24.04.2024 09:20:58.900;0;45;0;38;44;43;42;46;37;45;46;42;0;0;0;43;39;39;40;0;
24.04.2024 09:20:59.000;0;44;0;38;44;43;43;46;37;45;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:59.100;0;44;0;39;44;43;42;46;37;45;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:59.200;0;45;0;38;44;43;42;46;37;45;46;42;0;0;0;43;39;38;40;0;
24.04.2024 09:20:59.300;0;44;0;38;44;43;42;46;37;45;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:20:59.400;0;44;0;38;44;42;42;46;37;45;46;42;0;0;0;43;40;39;39;0;
24.04.2024 09:20:59.500;0;44;0;38;43;42;42;46;37;45;46;42;0;0;0;43;40;39;39;0;
24.04.2024 09:20:59.600;0;44;0;39;43;43;43;46;37;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:20:59.700;0;44;0;39;43;42;43;46;37;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:20:59.800;0;44;0;38;43;42;43;46;37;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:20:59.900;0;44;0;39;43;42;43;46;37;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:21:00.000;0;44;0;39;43;42;43;46;37;45;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:00.100;0;44;0;39;43;42;43;46;37;45;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:00.200;0;44;0;39;44;42;43;46;37;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:21:00.300;0;45;0;39;44;43;43;46;36;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:21:00.400;0;44;0;38;44;43;43;46;37;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:21:00.500;0;44;0;39;44;42;43;46;37;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:21:00.600;0;44;0;39;44;43;43;46;37;45;46;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:00.700;0;44;0;38;43;43;43;46;36;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:00.800;0;44;0;40;44;42;43;46;37;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:00.900;0;44;0;39;44;43;43;46;37;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:01.000;0;44;0;39;44;43;43;46;37;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:01.100;0;44;0;39;44;43;43;46;37;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:01.200;0;45;0;40;44;43;43;46;37;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:01.300;0;44;0;39;44;43;43;46;37;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:01.400;0;44;0;39;44;43;43;46;37;45;47;42;0;0;0;43;40;38;39;0;
24.04.2024 09:21:01.500;0;44;0;40;44;43;43;46;37;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:01.600;0;45;0;39;44;43;43;46;37;45;47;42;0;0;0;43;39;38;39;0;
24.04.2024 09:21:01.700;0;44;0;39;44;43;44;46;37;45;47;42;0;0;0;43;40;38;39;0;
24.04.2024 09:21:01.800;0;45;0;39;44;43;43;46;37;45;47;42;0;0;0;43;40;39;39;0;
24.04.2024 09:21:01.900;0;45;0;39;43;42;43;46;36;45;47;42;0;0;0;43;40;38;39;0;
24.04.2024 09:21:02.000;0;45;0;38;43;42;43;46;36;45;46;41;0;0;0;43;39;39;39;0;
24.04.2024 09:21:02.100;0;45;0;38;43;42;43;46;36;45;47;41;0;0;0;43;40;39;39;0;
24.04.2024 09:21:02.200;0;45;0;38;43;41;43;46;36;45;46;41;0;0;0;43;40;39;39;0;
24.04.2024 09:21:02.300;0;44;0;38;43;42;43;46;36;45;46;42;0;0;0;43;39;39;39;0;
24.04.2024 09:21:02.400;0;45;0;38;43;42;43;46;36;45;46;41;0;0;0;43;40;39;39;0;
24.04.2024 09:21:02.500;0;45;0;39;44;42;43;46;36;45;47;41;0;0;0;43;40;39;40;0;
24.04.2024 09:21:02.600;0;45;0;39;44;43;43;46;36;45;46;41;0;0;0;43;40;39;40;0;
24.04.2024 09:21:02.700;0;45;0;39;44;42;43;46;36;45;47;42;0;0;0;43;39;39;40;0;
24.04.2024 09:21:02.800;0;45;0;39;44;43;43;46;36;45;46;41;0;0;0;43;40;39;40;0;
24.04.2024 09:21:02.900;0;45;0;39;44;42;43;46;36;45;47;41;0;0;0;43;40;39;40;0;
24.04.2024 09:21:03.000;0;45;0;39;44;43;43;46;36;45;46;41;0;0;0;43;40;39;40;0;
24.04.2024 09:21:03.100;0;45;0;39;44;43;43;46;36;45;47;41;0;0;0;43;40;39;39;0;
24.04.2024 09:21:03.200;0;45;0;39;44;43;43;46;36;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:03.300;0;45;0;39;44;43;43;46;36;45;47;41;0;0;0;43;40;38;40;0;
24.04.2024 09:21:03.400;0;45;0;38;44;43;44;46;36;45;47;41;0;0;0;43;40;38;40;0;
24.04.2024 09:21:03.500;0;45;0;38;44;43;44;46;36;45;47;41;0;0;0;43;40;38;40;0;
24.04.2024 09:21:03.600;0;44;0;38;44;42;43;46;36;45;47;41;0;0;0;43;40;38;40;0;
24.04.2024 09:21:03.700;0;44;0;38;44;42;43;46;35;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:03.800;0;45;0;39;44;43;43;46;35;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:03.900;0;45;0;39;44;43;43;46;36;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:04.000;0;45;0;39;43;43;43;46;36;45;47;40;0;0;0;43;40;38;39;0;
24.04.2024 09:21:04.100;0;45;0;39;43;42;43;46;36;45;47;40;0;0;0;43;40;38;39;0;
24.04.2024 09:21:04.200;0;45;0;39;44;43;43;46;36;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:04.300;0;45;0;38;43;43;43;46;35;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:04.400;0;45;0;38;44;42;43;46;35;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:04.500;0;45;0;38;44;43;44;46;35;46;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:04.600;0;45;0;38;44;43;44;46;35;46;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:04.700;0;45;0;38;43;43;44;46;36;46;47;42;0;0;0;43;40;38;40;0;
24.04.2024 09:21:04.800;0;45;0;38;43;42;43;46;37;45;47;41;0;0;0;43;40;38;40;0;
24.04.2024 09:21:04.900;0;45;0;38;43;41;43;46;37;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:05.000;0;44;0;38;44;41;43;46;37;45;46;41;0;0;0;43;39;38;39;0;
24.04.2024 09:21:05.100;0;44;0;38;44;42;43;46;37;45;47;41;0;0;0;43;40;38;39;0;
24.04.2024 09:21:05.200;0;44;0;39;44;42;43;46;37;45;47;41;0;0;0;43;40;37;39;0;
24.04.2024 09:21:05.300;0;44;0;38;44;42;43;46;37;46;47;41;0;0;0;43;40;37;40;0;
24.04.2024 09:21:05.400;0;44;0;38;44;42;44;46;37;45;46;41;0;0;0;43;40;37;40;0;
24.04.2024 09:21:05.500;0;44;0;39;44;42;43;46;37;45;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:21:05.600;0;44;0;39;44;42;43;46;37;45;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:21:05.700;0;44;0;39;44;42;43;46;37;45;47;41;0;0;0;43;40;37;40;0;
24.04.2024 09:21:05.800;0;44;0;39;44;41;43;46;37;45;46;41;0;0;0;43;39;37;40;0;
24.04.2024 09:21:05.900;0;44;0;39;44;42;43;46;36;45;47;41;0;0;0;43;40;37;39;0;
24.04.2024 09:21:06.000;0;44;0;39;44;42;43;46;36;45;47;41;0;0;0;43;39;37;39;0;
24.04.2024 09:21:06.100;0;44;0;39;43;42;43;46;37;45;47;41;0;0;0;43;39;37;39;0;
24.04.2024 09:21:06.200;0;44;0;39;44;42;43;46;37;45;46;42;0;0;0;43;40;37;39;0;
24.04.2024 09:21:06.300;0;44;0;39;44;43;43;46;36;45;47;42;0;0;0;43;39;37;39;0;
24.04.2024 09:21:06.400;0;44;0;37;43;43;43;46;36;45;46;41;0;0;0;43;39;37;39;0;
24.04.2024 09:21:06.500;0;44;0;38;44;43;43;46;37;45;46;41;0;0;0;43;40;37;39;0;
24.04.2024 09:21:06.600;0;44;0;37;44;42;43;46;37;45;46;41;0;0;0;43;40;37;39;0;
24.04.2024 09:21:06.700;0;44;0;38;44;42;42;46;37;45;47;41;0;0;0;43;40;37;40;0;
